filename,avg_value,label
../../data/CODaN/train/night_Bus_2015_02014.jpg,0.1891642594537815,2
../../data/CODaN/train/night_Motorbike_2015_05757.jpg,0.16565383966086433,2
../../data/CODaN/train/day_Motorbike_000000156002.jpg,0.31283169517807125,1
../../data/CODaN/train/night_Bicycle_2015_00217.jpg,0.28923538165266105,2
../../data/CODaN/train/night_Dog_2015_05686.png,0.050160767431972786,2
../../data/CODaN/train/day_Bottle_ILSVRC2012_val_00017570.JPEG,0.6618384072378951,1
../../data/CODaN/train/night_Bicycle_2015_00150.jpg,0.15978375725290117,2
../../data/CODaN/train/day_Cup_000000235410.jpg,0.6540785845588235,1
../../data/CODaN/train/night_Motorbike_2015_05925.jpg,0.244077943677471,2
../../data/CODaN/train/day_Car_000000166664.jpg,0.39576627526010405,1
../../data/CODaN/train/day_Chair_000000176279.jpg,0.25492806497599035,1
../../data/CODaN/train/day_Dog_000000344127.jpg,0.49046946903761507,1
../../data/CODaN/train/night_Motorbike_2015_05964.jpg,0.14406692364445778,2
../../data/CODaN/train/night_Cup_2015_04736.png,0.0805594112645058,2
../../data/CODaN/train/day_Motorbike_000000373700.jpg,0.29260985644257703,1
../../data/CODaN/train/night_Bicycle_2015_00464.jpg,0.11013835221588636,2
../../data/CODaN/train/day_Dog_000000363549.jpg,0.4479644201430572,1
../../data/CODaN/train/night_Chair_2015_04016.jpg,0.10674433836034414,2
../../data/CODaN/train/day_Bicycle_000000506026.jpg,0.40342371323529413,1
../../data/CODaN/train/night_Cup_2015_04569.jpg,0.3572960434173669,2
../../data/CODaN/train/day_Dog_000000065356.jpg,0.572156362545018,1
../../data/CODaN/train/night_Dog_2015_05313.jpg,0.3171433417116847,2
../../data/CODaN/train/day_Car_000000236174.jpg,0.3403062006052421,1
../../data/CODaN/train/night_Cat_2015_03661.jpg,0.0894890768807523,2
../../data/CODaN/train/day_Bottle_000000056032.jpg,0.24251075430172067,1
../../data/CODaN/train/night_Bus_2015_01911.jpg,0.3809543348589436,2
../../data/CODaN/train/day_Cat_000000533686.jpg,0.4530230842336935,1
../../data/CODaN/train/day_Motorbike_000000228539.jpg,0.3760297869147659,1
../../data/CODaN/train/night_Boat_2015_01155.JPEG,0.23330605679771907,2
../../data/CODaN/train/night_Cat_2015_03211.jpg,0.06633504964485795,2
../../data/CODaN/train/night_Boat_2015_01050.jpg,0.10708400547719088,2
../../data/CODaN/train/day_Cup_000000429559.jpg,0.4594781662665066,1
../../data/CODaN/train/night_Car_2015_02492.jpg,0.11025199142156862,2
../../data/CODaN/train/day_Chair_000000130180.jpg,0.4205494697879152,1
../../data/CODaN/train/night_Dog_2015_05671.png,0.07032234768907562,2
../../data/CODaN/train/night_Cup_2015_04820.jpg,0.2405159720138055,2
../../data/CODaN/train/day_Cup_ILSVRC2012_val_00042254.JPEG,0.29215334571328533,1
../../data/CODaN/train/day_Car_ILSVRC2012_val_00013258.JPEG,0.3695288271558623,1
../../data/CODaN/train/night_Cat_2015_03095.jpg,0.19494899522308923,2
../../data/CODaN/train/night_Car_2015_02577.jpg,0.0503374787414966,2
../../data/CODaN/train/day_Bus_000000104935.jpg,0.37894759466286515,1
